question,Kept_Record
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm feeling really down and hopeless.,I'm feeling really down and hopeless.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble concentrating at work.,I'm having trouble concentrating at work/school.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm having trouble controlling my anger.,I'm having trouble controlling my anger.
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm struggling with low self-esteem.,I'm struggling with low self-esteem
I'm feeling overwhelmed with responsibilities.,I'm feeling overwhelmed with responsibilities.
I'm feeling overwhelmed with responsibilities.,I'm feeling overwhelmed with responsibilities.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with addiction.,I'm struggling with addictive behaviors.
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with social anxiety.,I'm struggling with social anxiety
I'm struggling with trust issues in my relationship.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationship.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationship.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationship.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationship.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with trust issues in my relationships.,I'm struggling with trust issues in my relationships.
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm struggling with body image issues.,I'm struggling with body image issues
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I'm feeling really lonely and isolated.,I'm feeling really lonely and isolated.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I think I might be depressed.,I think I might be depressed.
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble sleeping at night.,I'm having trouble sleeping at night
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble with my partner and we keep arguing.,I'm having trouble with my partner and we keep arguing.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm having trouble concentrating and staying focused.,I'm having trouble concentrating and staying focused.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really overwhelmed and stressed out.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm feeling really stressed out and overwhelmed.,I'm feeling really overwhelmed and stressed out.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble adjusting to a new job.,I'm having trouble adjusting to a new job.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my weight and body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my body image.,I'm having trouble with my body image.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm having trouble with my self-esteem.,I'm having trouble with my self-esteem.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm feeling really guilty about something I did.,I'm feeling really guilty about something I did.
I'm having trouble with my finances and it's causing me a lot of stress.,I'm having trouble managing my finances and it's causing me a lot of stress.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my academic workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my academic workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm feeling really overwhelmed with my workload.,I'm feeling really overwhelmed with my workload.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm struggling with my sexual identity.,I'm struggling with my sexual identity.
I'm having trouble with my family and we keep arguing.,I'm having trouble with my family and we keep arguing.
I'm having trouble with my family and we keep arguing.,I'm having trouble with my family and we keep arguing.
I'm feeling really stressed about an upcoming exam.,I'm feeling really stressed about an upcoming exam.
I'm feeling really stressed about an upcoming exam.,I'm feeling really stressed about an upcoming exam.
I'm feeling really stressed about an upcoming exam.,I'm feeling really stressed about an upcoming exam.
I'm feeling really stressed about an upcoming exam.,I'm feeling really stressed about an upcoming exam.
I'm feeling really stressed about an upcoming exam.,I'm feeling really stressed about an upcoming exam.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I'm having trouble with my eating habits.,I'm having trouble with my eating habits.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
"I've been feeling really down lately, and I don't know why.",I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
"I've been feeling really down lately, and I don't know why.",I have been feeling really down lately and I don't know why.
"I've been feeling really down lately, and I don't know why.",I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I feel like I've been really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I've been feeling really down lately and I don't know why.,I have been feeling really down lately and I don't know why.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping lately and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping lately and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
"I'm having trouble sleeping, and it's really affecting my daily life.",I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping lately and it's really affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
I'm having trouble sleeping and I think it's affecting my daily life.,I'm having trouble sleeping and it's affecting my daily life.
